,date,dcoilwtico,7_avg_oil,30_avg_oil,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_14,lag_28,lag_60,lag_120,lag_180,lag_365
398,7/11/2014,101.48,103.6842857,105.2903333,103.61,102.93,104.06,104.19,104.76,104.76,105.18,106.83,103.34,104.33,96.66,94.56,95.95
399,7/14/2014,101.73,103.2514286,105.2456667,101.48,103.61,102.93,104.06,104.19,104.76,104.76,106.64,103.27,104.35,95.82,94.58,95.95
400,7/15/2014,100.56,102.6514286,105.153,101.73,101.48,103.61,102.93,104.06,104.19,104.76,107.04,103.17,101.69,97.49,93.4,96.69
401,7/16/2014,101.88,102.3214286,105.1066667,100.56,101.73,101.48,103.61,102.93,104.06,104.19,106.49,103.32,101.47,97.34,94.74,94.92
402,7/17/2014,103.84,102.29,105.129,101.88,100.56,101.73,101.48,103.61,102.93,104.06,106.46,105.09,102.2,98.25,94.25,92.79
403,7/18/2014,103.83,102.4185714,105.146,103.84,101.88,100.56,101.73,101.48,103.61,102.93,106.07,105.02,100.85,97.55,94.56,93.12
404,7/21/2014,105.34,102.6657143,105.1543333,103.83,103.84,101.88,100.56,101.73,101.48,103.61,106.06,105.04,101.13,96.44,95.13,92.74
405,7/22/2014,104.59,103.11,105.14,105.34,103.83,103.84,101.88,100.56,101.73,101.48,105.18,107.2,101.56,97.24,93.12,92.63
406,7/23/2014,103.81,103.4071429,105.099,104.59,105.34,103.83,103.84,101.88,100.56,101.73,104.76,107.49,100.07,97.4,93.91,92.84
407,7/24/2014,102.76,103.7214286,104.951,103.81,104.59,105.34,103.83,103.84,101.88,100.56,104.76,107.52,99.69,97.84,93.76,92.03
408,7/25/2014,105.23,104.2,104.8756667,102.76,103.81,104.59,105.34,103.83,103.84,101.88,104.19,106.95,100.09,99.98,93.8,90.71
409,7/28/2014,105.68,104.4628571,104.8143333,105.23,102.76,103.81,104.59,105.34,103.83,103.84,104.06,106.64,99.74,100.12,93.03,90.13
410,7/29/2014,104.91,104.6171429,104.7463333,105.68,105.23,102.76,103.81,104.59,105.34,103.83,102.93,107.08,99.81,99.96,93.35,90.88
411,7/30/2014,104.29,104.4671429,104.668,104.91,105.68,105.23,102.76,103.81,104.59,105.34,103.61,107.95,101.06,100.38,93.34,90.47
412,7/31/2014,98.23,103.5585714,104.373,104.29,104.91,105.68,105.23,102.76,103.81,104.59,101.48,106.83,100.52,100.27,95.35,91.53
413,8/1/2014,97.86,102.7085714,104.0366667,98.23,104.29,104.91,105.68,105.23,102.76,103.81,101.73,106.64,100.32,100.31,94.53,92.01
414,8/4/2014,98.26,102.0657143,103.751,97.86,98.23,104.29,104.91,105.68,105.23,102.76,100.56,107.04,100.89,100.31,93.86,92.07
415,8/5/2014,97.34,100.9385714,103.441,98.26,97.86,98.23,104.29,104.91,105.68,105.23,101.88,106.49,102.01,102.54,93.41,92.44
416,8/6/2014,96.93,99.68857143,103.104,97.34,98.26,97.86,98.23,104.29,104.91,105.68,103.84,106.46,102.63,103.46,92.05,92.47
417,8/7/2014,97.34,98.60714286,102.799,96.93,97.34,98.26,97.86,98.23,104.29,104.91,103.83,106.07,101.74,103.2,92.05,93.03
418,8/8/2014,97.61,97.65285714,102.504,97.34,96.93,97.34,98.26,97.86,98.23,104.29,105.34,106.06,102.31,102.53,92.55,93.49
419,8/11/2014,98.09,97.63285714,102.238,97.61,97.34,96.93,97.34,98.26,97.86,98.23,104.59,105.18,102.95,103.17,93.61,93.71
420,8/12/2014,97.36,97.56142857,101.948,98.09,97.61,97.34,96.93,97.34,98.26,97.86,103.81,104.76,102.8,102.2,95.83,92.44
421,8/13/2014,97.57,97.46285714,101.6943333,97.36,98.09,97.61,97.34,96.93,97.34,98.26,102.76,104.76,104.31,102.93,96.97,93.21
422,8/14/2014,95.54,97.20571429,101.387,97.57,97.36,98.09,97.61,97.34,96.93,97.34,105.23,104.19,104.03,102.68,97.14,92.46
423,8/15/2014,97.3,97.25857143,101.1383333,95.54,97.57,97.36,98.09,97.61,97.34,96.93,105.68,104.06,105.01,102.88,97.48,93.41
424,8/18/2014,96.44,97.13,100.88,97.3,95.54,97.57,97.36,98.09,97.61,97.34,104.91,102.93,105.01,105.34,97.1,94.55
425,8/19/2014,94.35,96.66428571,100.5563333,96.44,97.3,95.54,97.57,97.36,98.09,97.61,104.29,103.61,104.78,103.64,98.32,95.99
426,8/20/2014,96.4,96.42285714,100.3386667,94.35,96.44,97.3,95.54,97.57,97.36,98.09,98.23,101.48,103.37,101.75,97.25,96.53
427,8/21/2014,93.97,95.93857143,100.0173333,96.4,94.35,96.44,97.3,95.54,97.57,97.36,97.86,101.73,104.26,101.82,97.21,97.24
428,8/22/2014,93.61,95.37285714,99.755,93.97,96.4,94.35,96.44,97.3,95.54,97.57,98.26,100.56,103.4,102.82,96.27,97.24
429,8/25/2014,95.39,95.35142857,99.54366667,93.61,93.97,96.4,94.35,96.44,97.3,95.54,97.34,101.88,103.07,101.39,97.18,97.1
430,8/26/2014,95.78,95.13428571,99.38433333,95.39,93.61,93.97,96.4,94.35,96.44,97.3,96.93,103.84,103.34,100.29,96.99,97.23
431,8/27/2014,95.82,95.04571429,99.18233333,95.78,95.39,93.61,93.97,96.4,94.35,96.44,97.34,103.83,103.27,98.29,97.59,95.02
432,8/28/2014,96.44,95.34428571,98.93566667,95.82,95.78,95.39,93.61,93.97,96.4,94.35,97.61,105.34,103.17,98.57,98.4,93.26
433,8/29/2014,97.86,95.55285714,98.73666667,96.44,95.82,95.78,95.39,93.61,93.97,96.4,98.09,104.59,103.32,99.23,99.11,92.76
434,9/1/2014,97.86,96.10857143,98.48733333,97.86,96.44,95.82,95.78,95.39,93.61,93.97,97.36,103.81,105.09,98.43,98.62,93.36
435,9/2/2014,92.92,96.01,98.09833333,97.86,97.86,96.44,95.82,95.78,95.39,93.61,97.57,102.76,105.02,100.08,98.87,94.18
436,9/3/2014,95.5,96.02571429,97.82133333,92.92,97.86,97.86,96.44,95.82,95.78,95.39,95.54,105.23,105.04,100.71,98.87,94.59
437,9/4/2014,94.51,95.84428571,97.54633333,95.5,92.92,97.86,97.86,96.44,95.82,95.78,97.3,105.68,107.2,99.68,99.18,93.44
438,9/5/2014,93.32,95.48714286,97.14933333,94.51,95.5,92.92,97.86,97.86,96.44,95.82,96.44,104.91,107.49,99.97,99.94,91.23
439,9/8/2014,92.64,94.94428571,96.71466667,93.32,94.51,95.5,92.92,97.86,97.86,96.44,94.35,104.29,107.52,100.05,98.9,88.75
440,9/9/2014,92.73,94.21142857,96.30866667,92.64,93.32,94.51,95.5,92.92,97.86,97.86,96.4,98.23,106.95,99.66,98.17,88.73
441,9/10/2014,91.71,93.33285714,95.88933333,92.73,92.64,93.32,94.51,95.5,92.92,97.86,93.97,97.86,106.64,100.61,98.17,86.65
442,9/11/2014,92.89,93.32857143,95.71133333,91.71,92.73,92.64,93.32,94.51,95.5,92.92,93.61,98.26,107.08,101.25,95.14,87.83
443,9/12/2014,92.18,92.85428571,95.522,92.89,91.71,92.73,92.64,93.32,94.51,95.5,95.39,97.34,107.95,101.73,93.66,88.04
444,9/15/2014,92.86,92.61857143,95.342,92.18,92.89,91.71,92.73,92.64,93.32,94.51,95.78,96.93,106.83,101.57,93.12,88.81
445,9/16/2014,94.91,92.84571429,95.261,92.86,92.18,92.89,91.71,92.73,92.64,93.32,95.82,97.34,106.64,99.69,93.31,89.21
446,9/17/2014,94.33,93.08714286,95.17433333,94.91,92.86,92.18,92.89,91.71,92.73,92.64,96.44,97.61,107.04,99.6,91.9,91.07
447,9/18/2014,93.07,93.13571429,95.032,94.33,94.91,92.86,92.18,92.89,91.71,92.73,97.86,98.09,106.49,100.29,91.36,93.27
448,9/19/2014,92.43,93.23857143,94.85933333,93.07,94.33,94.91,92.86,92.18,92.89,91.71,97.86,97.36,106.46,101.16,92.39,92.63
449,9/22/2014,91.46,93.03428571,94.63833333,92.43,93.07,94.33,94.91,92.86,92.18,92.89,92.92,97.57,106.07,100.43,91.45,94.09
450,9/23/2014,91.55,92.94428571,94.44466667,91.46,92.43,93.07,94.33,94.91,92.86,92.18,95.5,95.54,106.06,102.57,92.15,93.22
451,9/24/2014,93.6,93.05,94.31233333,91.55,91.46,92.43,93.07,94.33,94.91,92.86,94.51,97.3,105.18,103.55,93.78,90.74
452,9/25/2014,93.59,92.86142857,94.24733333,93.6,91.55,91.46,92.43,93.07,94.33,94.91,93.32,96.44,104.76,103.37,93.54,93.7
453,9/26/2014,95.55,93.03571429,94.189,93.59,93.6,91.55,91.46,92.43,93.07,94.33,92.64,94.35,104.76,103.68,93.96,95.25
454,9/29/2014,94.53,93.24428571,94.12533333,95.55,93.59,93.6,91.55,91.46,92.43,93.07,92.73,96.4,104.19,104.05,93.96,95.8
455,9/30/2014,91.17,93.06428571,94.01933333,94.53,95.55,93.59,93.6,91.55,91.46,92.43,91.71,93.97,104.06,103.7,94.51,95.28
456,10/1/2014,90.74,92.96142857,93.83066667,91.17,94.53,95.55,93.59,93.6,91.55,91.46,92.89,93.61,102.93,103.71,96.35,96.24
457,10/2/2014,91.02,92.88571429,93.73233333,90.74,91.17,94.53,95.55,93.59,93.6,91.55,92.18,95.39,103.61,104.33,97.23,96.09
458,10/3/2014,89.76,92.33714286,93.604,91.02,90.74,91.17,94.53,95.55,93.59,93.6,92.86,95.78,101.48,104.33,96.66,95.81
459,10/6/2014,90.33,91.87142857,93.43533333,89.76,91.02,90.74,91.17,94.53,95.55,93.59,94.91,95.82,101.73,104.35,95.82,94.76
460,10/7/2014,88.89,90.92,93.20566667,90.33,89.76,91.02,90.74,91.17,94.53,95.55,94.33,96.44,100.56,101.69,97.49,93.96
461,10/8/2014,87.29,89.88571429,92.92133333,88.89,90.33,89.76,91.02,90.74,91.17,94.53,93.07,97.86,101.88,101.47,97.34,93.95
462,10/9/2014,85.76,89.11285714,92.56533333,87.29,88.89,90.33,89.76,91.02,90.74,91.17,92.43,97.86,103.84,102.2,98.25,94.85
463,10/10/2014,85.87,88.41714286,92.16566667,85.76,87.29,88.89,90.33,89.76,91.02,90.74,91.46,92.92,103.83,100.85,97.55,95.72
464,10/13/2014,85.73,87.66142857,91.76133333,85.87,85.76,87.29,88.89,90.33,89.76,91.02,91.55,95.5,105.34,101.13,96.44,96.29
465,10/14/2014,81.72,86.51285714,91.388,85.73,85.87,85.76,87.29,88.89,90.33,89.76,93.6,94.51,104.59,101.56,97.24,95.55
466,10/15/2014,81.82,85.29714286,90.932,81.72,85.73,85.87,85.76,87.29,88.89,90.33,93.59,93.32,103.81,100.07,97.4,93.98
467,10/16/2014,82.33,84.36,90.526,81.82,81.72,85.73,85.87,85.76,87.29,88.89,95.55,92.64,102.76,99.69,97.84,94.12
468,10/17/2014,82.8,83.71857143,90.17533333,82.33,81.82,81.72,85.73,85.87,85.76,87.29,94.53,92.73,105.23,100.09,99.98,93.84
469,10/20/2014,82.76,83.29,89.846,82.8,82.33,81.82,81.72,85.73,85.87,85.76,91.17,91.71,105.68,99.74,100.12,93.84
470,10/21/2014,83.25,82.91571429,89.53,82.76,82.8,82.33,81.82,81.72,85.73,85.87,90.74,92.89,104.91,99.81,99.96,94.65
471,10/22/2014,80.52,82.17142857,89.157,83.25,82.76,82.8,82.33,81.82,81.72,85.73,91.02,92.18,104.29,101.06,100.38,93.13
472,10/23/2014,82.81,82.32714286,88.821,80.52,83.25,82.76,82.8,82.33,81.82,81.72,89.76,92.86,98.23,100.52,100.27,93.57
473,10/24/2014,81.27,82.24857143,88.45733333,82.81,80.52,83.25,82.76,82.8,82.33,81.82,90.33,94.91,97.86,100.32,100.31,91.93
474,10/27/2014,81.26,82.09571429,88.07066667,81.27,82.81,80.52,83.25,82.76,82.8,82.33,88.89,94.33,98.26,100.89,100.31,93.41
475,10/28/2014,81.36,81.89,87.619,81.26,81.27,82.81,80.52,83.25,82.76,82.8,87.29,93.07,97.34,102.01,102.54,93.36
476,10/29/2014,82.25,81.81714286,87.21633333,81.36,81.26,81.27,82.81,80.52,83.25,82.76,85.76,92.43,96.93,102.63,103.46,93.66
477,10/30/2014,81.06,81.50428571,86.816,82.25,81.36,81.26,81.27,82.81,80.52,83.25,85.87,91.46,97.34,101.74,103.2,94.71
478,10/31/2014,80.53,81.50571429,86.41933333,81.06,82.25,81.36,81.26,81.27,82.81,80.52,85.73,91.55,97.61,102.31,102.53,96.11
479,11/3/2014,78.77,80.92857143,85.99633333,80.53,81.06,82.25,81.36,81.26,81.27,82.81,81.72,93.6,98.09,102.95,103.17,95.82
480,11/4/2014,77.15,80.34,85.51633333,78.77,80.53,81.06,82.25,81.36,81.26,81.27,81.82,93.59,97.36,102.8,102.2,95.5
481,11/5/2014,78.71,79.97571429,85.02,77.15,78.77,80.53,81.06,82.25,81.36,81.26,82.33,95.55,97.57,104.31,102.93,95.98
482,11/6/2014,77.87,79.47714286,84.496,78.71,77.15,78.77,80.53,81.06,82.25,81.36,82.8,94.53,95.54,104.03,102.68,96.66
483,11/7/2014,78.71,78.97142857,83.93466667,77.87,78.71,77.15,78.77,80.53,81.06,82.25,82.76,91.17,97.3,105.01,102.88,97.83
484,11/10/2014,77.43,78.45285714,83.36466667,78.71,77.87,78.71,77.15,78.77,80.53,81.06,83.25,90.74,96.44,105.01,105.34,97.86
485,11/11/2014,77.85,78.07,82.92066667,77.43,78.71,77.87,78.71,77.15,78.77,80.53,80.52,91.02,94.35,104.78,103.64,98.46
486,11/12/2014,77.16,77.84,82.468,77.85,77.43,78.71,77.87,78.71,77.15,78.77,82.81,89.76,96.4,103.37,101.75,98.24
487,11/13/2014,74.13,77.40857143,81.905,77.16,77.85,77.43,78.71,77.87,78.71,77.15,81.27,90.33,93.97,104.26,101.82,94.89
488,11/14/2014,75.91,77.00857143,81.44333333,74.13,77.16,77.85,77.43,78.71,77.87,78.71,81.26,88.89,93.61,103.4,102.82,93.81
489,11/17/2014,75.64,76.69,80.95366667,75.91,74.13,77.16,77.85,77.43,78.71,77.87,81.36,87.29,95.39,103.07,101.39,95.07
490,11/18/2014,74.55,76.09571429,80.47566667,75.64,75.91,74.13,77.16,77.85,77.43,78.71,82.25,85.76,95.78,103.34,100.29,95.25
491,11/19/2014,74.55,75.68428571,80.051,74.55,75.64,75.91,74.13,77.16,77.85,77.43,81.06,85.87,95.82,103.27,98.29,95.47
492,11/20/2014,75.63,75.36714286,79.71333333,74.55,74.55,75.64,75.91,74.13,77.16,77.85,80.53,85.73,96.44,103.17,98.57,97
493,11/21/2014,76.52,75.27571429,79.40166667,75.63,74.55,74.55,75.64,75.91,74.13,77.16,78.77,81.72,97.86,103.32,99.23,96.36
494,11/24/2014,75.74,75.50571429,79.06866667,76.52,75.63,74.55,74.55,75.64,75.91,74.13,77.15,81.82,97.86,105.09,98.43,97.94
495,11/25/2014,74.04,75.23857143,78.81266667,75.74,76.52,75.63,74.55,74.55,75.64,75.91,78.71,82.33,92.92,105.02,100.08,99.65
496,11/26/2014,73.7,74.96142857,78.542,74.04,75.74,76.52,75.63,74.55,74.55,75.64,77.87,82.8,95.5,105.04,100.71,101.92
497,11/27/2014,73.7,74.84,78.25433333,73.7,74.04,75.74,76.52,75.63,74.55,74.55,78.71,82.76,94.51,107.2,99.68,101.92
498,11/28/2014,65.94,73.61,77.69233333,73.7,73.7,74.04,75.74,76.52,75.63,74.55,77.43,83.25,93.32,107.49,99.97,103.09
499,12/1/2014,68.98,72.66,77.233,65.94,73.7,73.7,74.04,75.74,76.52,75.63,77.85,80.52,92.64,107.52,100.05,103.03
500,12/2/2014,66.99,71.29857143,76.691,68.98,65.94,73.7,73.7,74.04,75.74,76.52,77.16,82.81,92.73,106.95,99.66,103.46
501,12/3/2014,67.3,70.09285714,76.25033333,66.99,68.98,65.94,73.7,73.7,74.04,75.74,74.13,81.27,91.71,106.64,100.61,106.41
502,12/4/2014,66.73,69.04857143,75.71433333,67.3,66.99,68.98,65.94,73.7,73.7,74.04,75.91,81.26,92.89,107.08,101.25,104.77
503,12/5/2014,65.89,67.93285714,75.20166667,66.73,67.3,66.99,68.98,65.94,73.7,73.7,75.64,81.36,92.18,107.95,101.73,105.85
504,12/8/2014,63.13,66.42285714,74.59733333,65.89,66.73,67.3,66.99,68.98,65.94,73.7,74.55,82.25,92.86,106.83,101.57,106.2
505,12/9/2014,63.74,66.10857143,74.01,63.13,65.89,66.73,67.3,66.99,68.98,65.94,74.55,81.06,94.91,106.64,99.69,105.88
506,12/10/2014,60.99,64.96714286,73.30133333,63.74,63.13,65.89,66.73,67.3,66.99,68.98,75.63,80.53,94.33,107.04,99.6,106.39
507,12/11/2014,60.01,63.97,72.59966667,60.99,63.74,63.13,65.89,66.73,67.3,66.99,76.52,78.77,93.07,106.49,100.29,107.94
508,12/12/2014,57.81,62.61428571,71.84233333,60.01,60.99,63.74,63.13,65.89,66.73,67.3,75.74,77.15,92.43,106.46,101.16,108
509,12/15/2014,55.96,61.07571429,71.082,57.81,60.01,60.99,63.74,63.13,65.89,66.73,74.04,78.71,91.46,106.07,100.43,106.61
510,12/16/2014,55.97,59.65857143,70.376,55.96,57.81,60.01,60.99,63.74,63.13,65.89,73.7,77.87,91.55,106.06,102.57,107.13
511,12/17/2014,56.43,58.70142857,69.63333333,55.97,55.96,57.81,60.01,60.99,63.74,63.13,73.7,78.71,93.6,105.18,103.55,105.41
512,12/18/2014,54.18,57.33571429,68.84366667,56.43,55.97,55.96,57.81,60.01,60.99,63.74,65.94,77.43,93.59,104.76,103.37,105.47
513,12/19/2014,56.91,56.75285714,68.117,54.18,56.43,55.97,55.96,57.81,60.01,60.99,68.98,77.85,95.55,104.76,103.68,104.76
514,12/22/2014,55.25,56.07285714,67.37766667,56.91,54.18,56.43,55.97,55.96,57.81,60.01,66.99,77.16,94.53,104.19,104.05,104.61
515,12/23/2014,56.78,55.92571429,66.67533333,55.25,56.91,54.18,56.43,55.97,55.96,57.81,67.3,74.13,91.17,104.06,103.7,103.14
516,12/24/2014,55.7,55.88857143,65.96,56.78,55.25,56.91,54.18,56.43,55.97,55.96,66.73,75.91,90.74,102.93,103.71,105.1
517,12/25/2014,55.7,55.85,65.34566667,55.7,56.78,55.25,56.91,54.18,56.43,55.97,65.89,75.64,91.02,103.61,104.33,107.93
518,12/26/2014,54.59,55.58714286,64.635,55.7,55.7,56.78,55.25,56.91,54.18,56.43,63.13,74.55,89.76,101.48,104.33,106.94
519,12/29/2014,53.46,55.48428571,63.89566667,54.59,55.7,55.7,56.78,55.25,56.91,54.18,63.74,74.55,90.33,101.73,104.35,106.61
520,12/30/2014,54.14,55.08857143,63.21533333,53.46,54.59,55.7,55.7,56.78,55.25,56.91,60.99,75.63,88.89,100.56,101.69,105.32
521,12/31/2014,53.45,54.83142857,62.512,54.14,53.46,54.59,55.7,55.7,56.78,55.25,60.01,76.52,87.29,101.88,101.47,104.41
522,1/1/2015,53.45,54.35571429,61.77266667,53.45,54.14,53.46,54.59,55.7,55.7,56.78,57.81,75.74,85.76,103.84,102.2,103.45
523,1/2/2015,52.72,53.93,60.97933333,53.45,53.45,54.14,53.46,54.59,55.7,55.7,55.96,74.04,85.87,103.83,100.85,106.04
524,1/5/2015,50.05,53.12285714,60.123,52.72,53.45,53.45,54.14,53.46,54.59,55.7,55.97,73.7,85.73,105.34,101.13,106.19
525,1/6/2015,47.98,52.17857143,59.25433333,50.05,52.72,53.45,53.45,54.14,53.46,54.59,56.43,73.7,81.72,104.59,101.56,106.78
526,1/7/2015,48.69,51.49714286,58.42066667,47.98,50.05,52.72,53.45,53.45,54.14,53.46,54.18,65.94,81.82,103.81,100.07,106.89
527,1/8/2015,48.8,50.73428571,57.59066667,48.69,47.98,50.05,52.72,53.45,53.45,54.14,56.91,68.98,82.33,102.76,99.69,107.43
528,1/9/2015,48.35,50.00571429,57.00433333,48.8,48.69,47.98,50.05,52.72,53.45,53.45,55.25,66.99,82.8,105.23,100.09,107.58
529,1/12/2015,46.06,48.95,56.24033333,48.35,48.8,48.69,47.98,50.05,52.72,53.45,56.78,67.3,82.76,105.68,99.74,107.14
530,1/13/2015,45.92,47.97857143,55.538,46.06,48.35,48.8,48.69,47.98,50.05,52.72,55.7,66.73,83.25,104.91,99.81,104.9
531,1/14/2015,48.49,47.75571429,54.911,45.92,46.06,48.35,48.8,48.69,47.98,50.05,55.7,65.89,80.52,104.29,101.06,103.93
532,1/15/2015,46.37,47.52571429,54.23233333,48.49,45.92,46.06,48.35,48.8,48.69,47.98,54.59,63.13,82.81,98.23,100.52,104.93
533,1/16/2015,48.49,47.49714286,53.65233333,46.37,48.49,45.92,46.06,48.35,48.8,48.69,53.46,63.74,81.27,97.86,100.32,106.48
534,1/19/2015,48.49,47.45285714,53.16433333,48.49,46.37,48.49,45.92,46.06,48.35,48.8,54.14,60.99,81.26,98.26,100.89,105.88
535,1/20/2015,46.79,47.23,52.59933333,48.49,48.49,46.37,48.49,45.92,46.06,48.35,53.45,60.01,81.36,97.34,102.01,109.11
536,1/21/2015,47.85,47.48571429,52.16133333,46.79,48.49,48.49,46.37,48.49,45.92,46.06,53.45,57.81,82.25,96.93,102.63,110.17
537,1/22/2015,45.93,47.48714286,51.692,47.85,46.79,48.49,48.49,46.37,48.49,45.92,52.72,55.96,81.06,97.34,101.74,108.51
538,1/23/2015,45.26,47.02571429,51.27366667,45.93,47.85,46.79,48.49,48.49,46.37,48.49,50.05,55.97,80.53,97.61,102.31,107.98
539,1/26/2015,44.8,46.80142857,50.90166667,45.26,45.93,47.85,46.79,48.49,48.49,46.37,47.98,56.43,78.77,98.09,102.95,107.98
540,1/27/2015,45.84,46.42285714,50.564,44.8,45.26,45.93,47.85,46.79,48.49,48.49,48.69,54.18,77.15,97.36,102.8,108.67
541,1/28/2015,44.08,45.79285714,50.15233333,45.84,44.8,45.26,45.93,47.85,46.79,48.49,48.8,56.91,78.71,97.57,104.31,107.29
542,1/29/2015,44.12,45.41142857,49.817,44.08,45.84,44.8,45.26,45.93,47.85,46.79,48.35,55.25,77.87,95.54,104.03,108.5
543,1/30/2015,47.79,45.40285714,49.513,44.12,44.08,45.84,44.8,45.26,45.93,47.85,46.06,56.78,78.71,97.3,105.01,110.62
544,2/2/2015,49.25,45.87714286,49.313,47.79,44.12,44.08,45.84,44.8,45.26,45.93,45.92,55.7,77.43,96.44,105.01,109.62
545,2/3/2015,53.04,46.98857143,49.18833333,49.25,47.79,44.12,44.08,45.84,44.8,45.26,48.49,55.7,77.85,94.35,104.78,107.48
546,2/4/2015,48.45,47.51,48.94666667,53.04,49.25,47.79,44.12,44.08,45.84,44.8,46.37,54.59,77.16,96.4,103.37,107.65
547,2/5/2015,50.48,48.17285714,48.77266667,48.45,53.04,49.25,47.79,44.12,44.08,45.84,48.49,53.46,74.13,93.97,104.26,108.72
548,2/6/2015,51.66,49.25571429,48.675,50.48,48.45,53.04,49.25,47.79,44.12,44.08,48.49,54.14,75.91,93.61,103.4,108.31
549,2/9/2015,52.99,50.52285714,48.65933333,51.66,50.48,48.45,53.04,49.25,47.79,44.12,46.79,53.45,75.64,95.39,103.07,106.54
550,2/10/2015,50.06,50.84714286,48.52333333,52.99,51.66,50.48,48.45,53.04,49.25,47.79,47.85,53.45,74.55,95.78,103.34,105.36
551,2/11/2015,48.8,50.78285714,48.36833333,50.06,52.99,51.66,50.48,48.45,53.04,49.25,45.93,52.72,74.55,95.82,103.27,108.23
552,2/12/2015,51.17,50.51571429,48.29233333,48.8,50.06,52.99,51.66,50.48,48.45,53.04,45.26,50.05,75.63,96.44,103.17,106.26
553,2/13/2015,52.66,51.11714286,48.29033333,51.17,48.8,50.06,52.99,51.66,50.48,48.45,44.8,47.98,76.52,97.86,103.32,104.7
554,2/16/2015,52.66,51.42857143,48.37733333,52.66,51.17,48.8,50.06,52.99,51.66,50.48,45.84,48.69,75.74,97.86,105.09,103.62
555,2/17/2015,53.56,51.7,48.56333333,52.66,52.66,51.17,48.8,50.06,52.99,51.66,44.08,48.8,74.04,92.92,105.02,103.22
556,2/18/2015,52.13,51.57714286,48.678,53.56,52.66,52.66,51.17,48.8,50.06,52.99,44.12,48.35,73.7,95.5,105.04,102.68
557,2/19/2015,51.12,51.72857143,48.75533333,52.13,53.56,52.66,52.66,51.17,48.8,50.06,47.79,46.06,73.7,94.51,107.2,103.1
558,2/20/2015,49.95,51.89285714,48.80866667,51.12,52.13,53.56,52.66,52.66,51.17,48.8,49.25,45.92,65.94,93.32,107.49,102.86
559,2/23/2015,49.56,51.66285714,48.92533333,49.95,51.12,52.13,53.56,52.66,52.66,51.17,53.04,48.49,68.98,92.64,107.52,102.36
560,2/24/2015,48.48,51.06571429,49.01066667,49.56,49.95,51.12,52.13,53.56,52.66,52.66,48.45,46.37,66.99,92.73,106.95,102.09
561,2/25/2015,50.25,50.72142857,49.06933333,48.48,49.56,49.95,51.12,52.13,53.56,52.66,50.48,48.49,67.3,91.71,106.64,104.15
562,2/26/2015,47.65,49.87714286,49.112,50.25,48.48,49.56,49.95,51.12,52.13,53.56,51.66,48.49,66.73,92.89,107.08,103.29
563,2/27/2015,49.84,49.55,49.157,47.65,50.25,48.48,49.56,49.95,51.12,52.13,52.99,46.79,65.89,92.18,107.95,103.83
564,3/2/2015,49.59,49.33142857,49.19366667,49.84,47.65,50.25,48.48,49.56,49.95,51.12,50.06,47.85,63.13,92.86,106.83,103.07
565,3/3/2015,50.43,49.4,49.315,49.59,49.84,47.65,50.25,48.48,49.56,49.95,48.8,45.93,63.74,94.91,106.64,103.54
566,3/4/2015,51.53,49.68142857,49.43766667,50.43,49.59,49.84,47.65,50.25,48.48,49.56,51.17,45.26,60.99,94.33,107.04,101.63
567,3/5/2015,50.76,50.00714286,49.59866667,51.53,50.43,49.59,49.84,47.65,50.25,48.48,52.66,44.8,60.01,93.07,106.49,103.08
568,3/6/2015,49.61,49.91571429,49.74366667,50.76,51.53,50.43,49.59,49.84,47.65,50.25,52.66,45.84,57.81,92.43,106.46,102.17
569,3/9/2015,49.95,50.24428571,49.91533333,49.61,50.76,51.53,50.43,49.59,49.84,47.65,53.56,44.08,55.96,91.46,106.07,102.46
570,3/10/2015,48.42,50.04142857,50.00133333,49.95,49.61,50.76,51.53,50.43,49.59,49.84,52.13,44.12,55.97,91.55,106.06,101.15
571,3/11/2015,48.06,49.82285714,50.134,48.42,49.95,49.61,50.76,51.53,50.43,49.59,51.12,47.79,56.43,93.6,105.18,102.34
572,3/12/2015,47.12,49.35,50.234,48.06,48.42,49.95,49.61,50.76,51.53,50.43,49.95,49.25,54.18,93.59,104.76,100.72
573,3/13/2015,44.88,48.4,50.137,47.12,48.06,48.42,49.95,49.61,50.76,51.53,49.56,53.04,56.91,95.55,104.76,100.87
574,3/16/2015,43.93,47.42428571,49.95966667,44.88,47.12,48.06,48.42,49.95,49.61,50.76,48.48,48.45,55.25,94.53,104.19,99.28
575,3/17/2015,43.39,46.53571429,49.638,43.93,44.88,47.12,48.06,48.42,49.95,49.61,50.25,50.48,56.78,91.17,104.06,97.63
576,3/18/2015,44.63,45.77571429,49.51066667,43.39,43.93,44.88,47.12,48.06,48.42,49.95,47.65,51.66,55.7,90.74,102.93,96.9
577,3/19/2015,44.02,45.14714286,49.29533333,44.63,43.39,43.93,44.88,47.12,48.06,48.42,49.84,52.99,55.7,91.02,103.61,96.65
578,3/20/2015,46,44.85285714,49.10666667,44.02,44.63,43.39,43.93,44.88,47.12,48.06,49.59,50.06,54.59,89.76,101.48,97.4
579,3/23/2015,47.4,44.89285714,48.92033333,46,44.02,44.63,43.39,43.93,44.88,47.12,50.43,48.8,53.46,90.33,101.73,98.74
580,3/24/2015,47.03,45.2,48.81933333,47.4,46,44.02,44.63,43.39,43.93,44.88,51.53,51.17,54.14,88.89,100.56,98.29
